state,count,t,run_no
Susceptible,1,17.8,10
Exposed,1,17.8,10
Infectious,1,17.8,10
Recovered,1,17.8,10
Susceptible,1,17.810000000000002,10
Exposed,1,17.810000000000002,10
Infectious,1,17.810000000000002,10
Recovered,1,17.810000000000002,10
Susceptible,1,17.82,10
Exposed,1,17.82,10
Infectious,1,17.82,10
Recovered,1,17.82,10
Susceptible,1,17.830000000000002,10
Exposed,1,17.830000000000002,10
Infectious,1,17.830000000000002,10
Recovered,1,17.830000000000002,10
Susceptible,1,17.840000000000003,10
Exposed,1,17.840000000000003,10
Infectious,1,17.840000000000003,10
Recovered,1,17.840000000000003,10
Susceptible,1,17.85,10
Exposed,1,17.85,10
Infectious,1,17.85,10
Recovered,1,17.85,10
Susceptible,1,17.860000000000003,10
Exposed,1,17.860000000000003,10
Infectious,1,17.860000000000003,10
Recovered,1,17.860000000000003,10
Susceptible,1,17.87,10
Exposed,1,17.87,10
Infectious,1,17.87,10
Recovered,1,17.87,10
Susceptible,1,17.880000000000003,10
Exposed,1,17.880000000000003,10
Infectious,1,17.880000000000003,10
Recovered,1,17.880000000000003,10
Susceptible,1,17.89,10
Exposed,1,17.89,10
Infectious,1,17.89,10
Recovered,1,17.89,10
Susceptible,1,17.900000000000002,10
Exposed,1,17.900000000000002,10
Infectious,1,17.900000000000002,10
Recovered,1,17.900000000000002,10
Susceptible,1,17.910000000000004,10
Exposed,1,17.910000000000004,10
Infectious,1,17.910000000000004,10
Recovered,1,17.910000000000004,10
Susceptible,1,17.92,10
Exposed,1,17.92,10
Infectious,1,17.92,10
Recovered,1,17.92,10
Susceptible,1,17.930000000000003,10
Exposed,1,17.930000000000003,10
Infectious,1,17.930000000000003,10
Recovered,1,17.930000000000003,10
Susceptible,1,17.94,10
Exposed,1,17.94,10
Infectious,1,17.94,10
Recovered,1,17.94,10
Susceptible,1,17.950000000000003,10
Exposed,1,17.950000000000003,10
Infectious,1,17.950000000000003,10
Recovered,1,17.950000000000003,10
Susceptible,1,17.96,10
Exposed,1,17.96,10
Infectious,1,17.96,10
Recovered,1,17.96,10
Susceptible,1,17.970000000000002,10
Exposed,1,17.970000000000002,10
Infectious,1,17.970000000000002,10
Recovered,1,17.970000000000002,10
Susceptible,1,17.98,10
Exposed,1,17.98,10
Infectious,1,17.98,10
Recovered,1,17.98,10
Susceptible,1,17.990000000000002,10
Exposed,1,17.990000000000002,10
Infectious,1,17.990000000000002,10
Recovered,1,17.990000000000002,10
Susceptible,1,18.000000000000004,10
Exposed,1,18.000000000000004,10
Infectious,1,18.000000000000004,10
Recovered,1,18.000000000000004,10
Susceptible,1,18.01,10
Exposed,1,18.01,10
Infectious,1,18.01,10
Recovered,1,18.01,10
Susceptible,1,18.020000000000003,10
Exposed,1,18.020000000000003,10
Infectious,1,18.020000000000003,10
Recovered,1,18.020000000000003,10
Susceptible,1,18.03,10
Exposed,1,18.03,10
Infectious,1,18.03,10
Recovered,1,18.03,10
Susceptible,1,18.040000000000003,10
Exposed,1,18.040000000000003,10
Infectious,1,18.040000000000003,10
Recovered,1,18.040000000000003,10
Susceptible,1,18.05,10
Exposed,1,18.05,10
Infectious,1,18.05,10
Recovered,1,18.05,10
Susceptible,1,18.060000000000002,10
Exposed,1,18.060000000000002,10
Infectious,1,18.060000000000002,10
Recovered,1,18.060000000000002,10
Susceptible,1,18.07,10
Exposed,1,18.07,10
Infectious,1,18.07,10
Recovered,1,18.07,10
Susceptible,1,18.080000000000002,10
Exposed,1,18.080000000000002,10
Infectious,1,18.080000000000002,10
Recovered,1,18.080000000000002,10
Susceptible,1,18.090000000000003,10
Exposed,1,18.090000000000003,10
Infectious,1,18.090000000000003,10
Recovered,1,18.090000000000003,10
Susceptible,1,18.1,10
Exposed,1,18.1,10
Infectious,1,18.1,10
Recovered,1,18.1,10
Susceptible,1,18.110000000000003,10
Exposed,1,18.110000000000003,10
Infectious,1,18.110000000000003,10
Recovered,1,18.110000000000003,10
Susceptible,1,18.12,10
Exposed,1,18.12,10
Infectious,1,18.12,10
Recovered,1,18.12,10
Susceptible,1,18.130000000000003,10
Exposed,1,18.130000000000003,10
Infectious,1,18.130000000000003,10
Recovered,1,18.130000000000003,10
Susceptible,1,18.14,10
Exposed,1,18.14,10
Infectious,1,18.14,10
Recovered,1,18.14,10
Susceptible,1,18.150000000000002,10
Exposed,1,18.150000000000002,10
Infectious,1,18.150000000000002,10
Recovered,1,18.150000000000002,10
Susceptible,1,18.160000000000004,10
Exposed,1,18.160000000000004,10
Infectious,1,18.160000000000004,10
Recovered,1,18.160000000000004,10
Susceptible,1,18.17,10
Exposed,1,18.17,10
Infectious,1,18.17,10
Recovered,1,18.17,10
Susceptible,1,18.180000000000003,10
Exposed,1,18.180000000000003,10
Infectious,1,18.180000000000003,10
Recovered,1,18.180000000000003,10
Susceptible,1,18.19,10
Exposed,1,18.19,10
Infectious,1,18.19,10
Recovered,1,18.19,10
Susceptible,1,18.200000000000003,10
Exposed,1,18.200000000000003,10
Infectious,1,18.200000000000003,10
Recovered,1,18.200000000000003,10
Susceptible,1,18.21,10
Exposed,1,18.21,10
Infectious,1,18.21,10
Recovered,1,18.21,10
Susceptible,1,18.220000000000002,10
Exposed,1,18.220000000000002,10
Infectious,1,18.220000000000002,10
Recovered,1,18.220000000000002,10
Susceptible,1,18.23,10
Exposed,1,18.23,10
Infectious,1,18.23,10
Recovered,1,18.23,10
Susceptible,1,18.240000000000002,10
Exposed,1,18.240000000000002,10
Infectious,1,18.240000000000002,10
Recovered,1,18.240000000000002,10
Susceptible,1,18.250000000000004,10
Exposed,1,18.250000000000004,10
Infectious,1,18.250000000000004,10
Recovered,1,18.250000000000004,10
Susceptible,1,18.26,10
Exposed,1,18.26,10
Infectious,1,18.26,10
Recovered,1,18.26,10
Susceptible,1,18.270000000000003,10
Exposed,1,18.270000000000003,10
Infectious,1,18.270000000000003,10
Recovered,1,18.270000000000003,10
Susceptible,1,18.28,10
Exposed,1,18.28,10
Infectious,1,18.28,10
Recovered,1,18.28,10
Susceptible,1,18.290000000000003,10
Exposed,1,18.290000000000003,10
Infectious,1,18.290000000000003,10
Recovered,1,18.290000000000003,10
Susceptible,1,18.3,10
Exposed,1,18.3,10
Infectious,1,18.3,10
Recovered,1,18.3,10
Susceptible,1,18.310000000000002,10
Exposed,1,18.310000000000002,10
Infectious,1,18.310000000000002,10
Recovered,1,18.310000000000002,10
Susceptible,1,18.32,10
Exposed,1,18.32,10
Infectious,1,18.32,10
Recovered,1,18.32,10
Susceptible,1,18.330000000000002,10
Exposed,1,18.330000000000002,10
Infectious,1,18.330000000000002,10
Recovered,1,18.330000000000002,10
Susceptible,1,18.340000000000003,10
Exposed,1,18.340000000000003,10
Infectious,1,18.340000000000003,10
Recovered,1,18.340000000000003,10
Susceptible,1,18.35,10
Exposed,1,18.35,10
Infectious,1,18.35,10
Recovered,1,18.35,10
Susceptible,1,18.360000000000003,10
Exposed,1,18.360000000000003,10
Infectious,1,18.360000000000003,10
Recovered,1,18.360000000000003,10
Susceptible,1,18.37,10
Exposed,1,18.37,10
Infectious,1,18.37,10
Recovered,1,18.37,10
Susceptible,1,18.380000000000003,10
Exposed,1,18.380000000000003,10
Infectious,1,18.380000000000003,10
Recovered,1,18.380000000000003,10
Susceptible,1,18.39,10
Exposed,1,18.39,10
Infectious,1,18.39,10
Recovered,1,18.39,10
Susceptible,1,18.400000000000002,10
Exposed,1,18.400000000000002,10
Infectious,1,18.400000000000002,10
Recovered,1,18.400000000000002,10
Susceptible,1,18.410000000000004,10
Exposed,1,18.410000000000004,10
Infectious,1,18.410000000000004,10
Recovered,1,18.410000000000004,10
Susceptible,1,18.42,10
Exposed,1,18.42,10
Infectious,1,18.42,10
Recovered,1,18.42,10
Susceptible,1,18.430000000000003,10
Exposed,1,18.430000000000003,10
Infectious,1,18.430000000000003,10
Recovered,1,18.430000000000003,10
Susceptible,1,18.44,10
Exposed,1,18.44,10
Infectious,1,18.44,10
Recovered,1,18.44,10
Susceptible,1,18.450000000000003,10
Exposed,1,18.450000000000003,10
Infectious,1,18.450000000000003,10
Recovered,1,18.450000000000003,10
Susceptible,1,18.46,10
Exposed,1,18.46,10
Infectious,1,18.46,10
Recovered,1,18.46,10
Susceptible,1,18.470000000000002,10
Exposed,1,18.470000000000002,10
Infectious,1,18.470000000000002,10
Recovered,1,18.470000000000002,10
Susceptible,1,18.48,10
Exposed,1,18.48,10
Infectious,1,18.48,10
Recovered,1,18.48,10
Susceptible,1,18.490000000000002,10
Exposed,1,18.490000000000002,10
Infectious,1,18.490000000000002,10
Recovered,1,18.490000000000002,10
Susceptible,1,18.500000000000004,10
Exposed,1,18.500000000000004,10
Infectious,1,18.500000000000004,10
Recovered,1,18.500000000000004,10
Susceptible,1,18.51,10
Exposed,1,18.51,10
Infectious,1,18.51,10
Recovered,1,18.51,10
Susceptible,1,18.520000000000003,10
Exposed,1,18.520000000000003,10
Infectious,1,18.520000000000003,10
Recovered,1,18.520000000000003,10
Susceptible,1,18.53,10
Exposed,1,18.53,10
Infectious,1,18.53,10
Recovered,1,18.53,10
Susceptible,1,18.540000000000003,10
Exposed,1,18.540000000000003,10
Infectious,1,18.540000000000003,10
Recovered,1,18.540000000000003,10
Susceptible,1,18.55,10
Exposed,1,18.55,10
Infectious,1,18.55,10
Recovered,1,18.55,10
Susceptible,1,18.560000000000002,10
Exposed,1,18.560000000000002,10
Infectious,1,18.560000000000002,10
Recovered,1,18.560000000000002,10
Susceptible,1,18.57,10
Exposed,1,18.57,10
Infectious,1,18.57,10
Recovered,1,18.57,10
Susceptible,1,18.580000000000002,10
Exposed,1,18.580000000000002,10
Infectious,1,18.580000000000002,10
Recovered,1,18.580000000000002,10
Susceptible,1,18.590000000000003,10
Exposed,1,18.590000000000003,10
Infectious,1,18.590000000000003,10
Recovered,1,18.590000000000003,10
Susceptible,1,18.6,10
Exposed,1,18.6,10
Infectious,1,18.6,10
Recovered,1,18.6,10
Susceptible,1,18.610000000000003,10
Exposed,1,18.610000000000003,10
Infectious,1,18.610000000000003,10
Recovered,1,18.610000000000003,10
Susceptible,1,18.62,10
Exposed,1,18.62,10
Infectious,1,18.62,10
Recovered,1,18.62,10
Susceptible,1,18.630000000000003,10
Exposed,1,18.630000000000003,10
Infectious,1,18.630000000000003,10
Recovered,1,18.630000000000003,10
Susceptible,1,18.64,10
Exposed,1,18.64,10
Infectious,1,18.64,10
Recovered,1,18.64,10
Susceptible,1,18.650000000000002,10
Exposed,1,18.650000000000002,10
Infectious,1,18.650000000000002,10
Recovered,1,18.650000000000002,10
Susceptible,1,18.660000000000004,10
Exposed,1,18.660000000000004,10
Infectious,1,18.660000000000004,10
Recovered,1,18.660000000000004,10
Susceptible,1,18.67,10
Exposed,1,18.67,10
Infectious,1,18.67,10
Recovered,1,18.67,10
Susceptible,1,18.680000000000003,10
Exposed,1,18.680000000000003,10
Infectious,1,18.680000000000003,10
Recovered,1,18.680000000000003,10
Susceptible,1,18.69,10
Exposed,1,18.69,10
Infectious,1,18.69,10
Recovered,1,18.69,10
Susceptible,1,18.700000000000003,10
Exposed,1,18.700000000000003,10
Infectious,1,18.700000000000003,10
Recovered,1,18.700000000000003,10
Susceptible,1,18.71,10
Exposed,1,18.71,10
Infectious,1,18.71,10
Recovered,1,18.71,10
Susceptible,1,18.720000000000002,10
Exposed,1,18.720000000000002,10
Infectious,1,18.720000000000002,10
Recovered,1,18.720000000000002,10
Susceptible,1,18.73,10
Exposed,1,18.73,10
Infectious,1,18.73,10
Recovered,1,18.73,10
Susceptible,1,18.740000000000002,10
Exposed,1,18.740000000000002,10
Infectious,1,18.740000000000002,10
Recovered,1,18.740000000000002,10
Susceptible,1,18.750000000000004,10
Exposed,1,18.750000000000004,10
Infectious,1,18.750000000000004,10
Recovered,1,18.750000000000004,10
Susceptible,1,18.76,10
Exposed,1,18.76,10
Infectious,1,18.76,10
Recovered,1,18.76,10
Susceptible,1,18.770000000000003,10
Exposed,1,18.770000000000003,10
Infectious,1,18.770000000000003,10
Recovered,1,18.770000000000003,10
Susceptible,1,18.78,10
Exposed,1,18.78,10
Infectious,1,18.78,10
Recovered,1,18.78,10
Susceptible,1,18.790000000000003,10
Exposed,1,18.790000000000003,10
Infectious,1,18.790000000000003,10
Recovered,1,18.790000000000003,10
Susceptible,1,18.8,10
Exposed,1,18.8,10
Infectious,1,18.8,10
Recovered,1,18.8,10
Susceptible,1,18.810000000000002,10
Exposed,1,18.810000000000002,10
Infectious,1,18.810000000000002,10
Recovered,1,18.810000000000002,10
Susceptible,1,18.82,10
Exposed,1,18.82,10
Infectious,1,18.82,10
Recovered,1,18.82,10
Susceptible,1,18.830000000000002,10
Exposed,1,18.830000000000002,10
Infectious,1,18.830000000000002,10
Recovered,1,18.830000000000002,10
Susceptible,1,18.840000000000003,10
Exposed,1,18.840000000000003,10
Infectious,1,18.840000000000003,10
Recovered,1,18.840000000000003,10
Susceptible,1,18.85,10
Exposed,1,18.85,10
Infectious,1,18.85,10
Recovered,1,18.85,10
Susceptible,1,18.860000000000003,10
Exposed,1,18.860000000000003,10
Infectious,1,18.860000000000003,10
Recovered,1,18.860000000000003,10
Susceptible,1,18.87,10
Exposed,1,18.87,10
Infectious,1,18.87,10
Recovered,1,18.87,10
Susceptible,1,18.880000000000003,10
Exposed,1,18.880000000000003,10
Infectious,1,18.880000000000003,10
Recovered,1,18.880000000000003,10
Susceptible,1,18.89,10
Exposed,1,18.89,10
Infectious,1,18.89,10
Recovered,1,18.89,10
Susceptible,1,18.900000000000002,10
Exposed,1,18.900000000000002,10
Infectious,1,18.900000000000002,10
Recovered,1,18.900000000000002,10
Susceptible,1,18.910000000000004,10
Exposed,1,18.910000000000004,10
Infectious,1,18.910000000000004,10
Recovered,1,18.910000000000004,10
Susceptible,1,18.92,10
Exposed,1,18.92,10
Infectious,1,18.92,10
Recovered,1,18.92,10
Susceptible,1,18.930000000000003,10
Exposed,1,18.930000000000003,10
Infectious,1,18.930000000000003,10
Recovered,1,18.930000000000003,10
Susceptible,1,18.94,10
Exposed,1,18.94,10
Infectious,1,18.94,10
Recovered,1,18.94,10
Susceptible,1,18.950000000000003,10
Exposed,1,18.950000000000003,10
Infectious,1,18.950000000000003,10
Recovered,1,18.950000000000003,10
Susceptible,1,18.96,10
Exposed,1,18.96,10
Infectious,1,18.96,10
Recovered,1,18.96,10
Susceptible,1,18.970000000000002,10
Exposed,1,18.970000000000002,10
Infectious,1,18.970000000000002,10
Recovered,1,18.970000000000002,10
Susceptible,1,18.98,10
Exposed,1,18.98,10
Infectious,1,18.98,10
Recovered,1,18.98,10
Susceptible,1,18.990000000000002,10
Exposed,1,18.990000000000002,10
Infectious,1,18.990000000000002,10
Recovered,1,18.990000000000002,10
Susceptible,1,19.000000000000004,10
Exposed,1,19.000000000000004,10
Infectious,1,19.000000000000004,10
Recovered,1,19.000000000000004,10
Susceptible,1,19.01,10
Exposed,1,19.01,10
Infectious,1,19.01,10
Recovered,1,19.01,10
Susceptible,1,19.020000000000003,10
Exposed,1,19.020000000000003,10
Infectious,1,19.020000000000003,10
Recovered,1,19.020000000000003,10
Susceptible,1,19.03,10
Exposed,1,19.03,10
Infectious,1,19.03,10
Recovered,1,19.03,10
Susceptible,1,19.040000000000003,10
Exposed,1,19.040000000000003,10
Infectious,1,19.040000000000003,10
Recovered,1,19.040000000000003,10
Susceptible,1,19.05,10
Exposed,1,19.05,10
Infectious,1,19.05,10
Recovered,1,19.05,10
Susceptible,1,19.060000000000002,10
Exposed,1,19.060000000000002,10
Infectious,1,19.060000000000002,10
Recovered,1,19.060000000000002,10
Susceptible,1,19.07,10
Exposed,1,19.07,10
Infectious,1,19.07,10
Recovered,1,19.07,10
Susceptible,1,19.080000000000002,10
Exposed,1,19.080000000000002,10
Infectious,1,19.080000000000002,10
Recovered,1,19.080000000000002,10
Susceptible,1,19.090000000000003,10
Exposed,1,19.090000000000003,10
Infectious,1,19.090000000000003,10
Recovered,1,19.090000000000003,10
Susceptible,1,19.1,10
Exposed,1,19.1,10
Infectious,1,19.1,10
Recovered,1,19.1,10
Susceptible,1,19.110000000000003,10
Exposed,1,19.110000000000003,10
Infectious,1,19.110000000000003,10
Recovered,1,19.110000000000003,10
Susceptible,1,19.12,10
Exposed,1,19.12,10
Infectious,1,19.12,10
Recovered,1,19.12,10
Susceptible,1,19.130000000000003,10
Exposed,1,19.130000000000003,10
Infectious,1,19.130000000000003,10
Recovered,1,19.130000000000003,10
Susceptible,1,19.14,10
Exposed,1,19.14,10
Infectious,1,19.14,10
Recovered,1,19.14,10
Susceptible,1,19.150000000000002,10
Exposed,1,19.150000000000002,10
Infectious,1,19.150000000000002,10
Recovered,1,19.150000000000002,10
Susceptible,1,19.160000000000004,10
Exposed,1,19.160000000000004,10
Infectious,1,19.160000000000004,10
Recovered,1,19.160000000000004,10
Susceptible,1,19.17,10
Exposed,1,19.17,10
Infectious,1,19.17,10
Recovered,1,19.17,10
Susceptible,1,19.180000000000003,10
Exposed,1,19.180000000000003,10
Infectious,1,19.180000000000003,10
Recovered,1,19.180000000000003,10
Susceptible,1,19.19,10
Exposed,1,19.19,10
Infectious,1,19.19,10
Recovered,1,19.19,10
Susceptible,1,19.200000000000003,10
Exposed,1,19.200000000000003,10
Infectious,1,19.200000000000003,10
Recovered,1,19.200000000000003,10
Susceptible,1,19.21,10
Exposed,1,19.21,10
Infectious,1,19.21,10
Recovered,1,19.21,10
Susceptible,1,19.220000000000002,10
Exposed,1,19.220000000000002,10
Infectious,1,19.220000000000002,10
Recovered,1,19.220000000000002,10
Susceptible,1,19.23,10
Exposed,1,19.23,10
Infectious,1,19.23,10
Recovered,1,19.23,10
Susceptible,1,19.240000000000002,10
Exposed,1,19.240000000000002,10
Infectious,1,19.240000000000002,10
Recovered,1,19.240000000000002,10
Susceptible,1,19.250000000000004,10
Exposed,1,19.250000000000004,10
Infectious,1,19.250000000000004,10
Recovered,1,19.250000000000004,10
Susceptible,1,19.26,10
Exposed,1,19.26,10
Infectious,1,19.26,10
Recovered,1,19.26,10
Susceptible,1,19.270000000000003,10
Exposed,1,19.270000000000003,10
Infectious,1,19.270000000000003,10
Recovered,1,19.270000000000003,10
Susceptible,1,19.28,10
Exposed,1,19.28,10
Infectious,1,19.28,10
Recovered,1,19.28,10
Susceptible,1,19.290000000000003,10
Exposed,1,19.290000000000003,10
Infectious,1,19.290000000000003,10
Recovered,1,19.290000000000003,10
Susceptible,1,19.3,10
Exposed,1,19.3,10
Infectious,1,19.3,10
Recovered,1,19.3,10
Susceptible,1,19.310000000000002,10
Exposed,1,19.310000000000002,10
Infectious,1,19.310000000000002,10
Recovered,1,19.310000000000002,10
Susceptible,1,19.32,10
Exposed,1,19.32,10
Infectious,1,19.32,10
Recovered,1,19.32,10
Susceptible,1,19.330000000000002,10
Exposed,1,19.330000000000002,10
Infectious,1,19.330000000000002,10
Recovered,1,19.330000000000002,10
Susceptible,1,19.340000000000003,10
Exposed,1,19.340000000000003,10
Infectious,1,19.340000000000003,10
Recovered,1,19.340000000000003,10
Susceptible,1,19.35,10
Exposed,1,19.35,10
Infectious,1,19.35,10
Recovered,1,19.35,10
Susceptible,1,19.360000000000003,10
Exposed,1,19.360000000000003,10
Infectious,1,19.360000000000003,10
Recovered,1,19.360000000000003,10
Susceptible,1,19.37,10
Exposed,1,19.37,10
Infectious,1,19.37,10
Recovered,1,19.37,10
Susceptible,1,19.380000000000003,10
Exposed,1,19.380000000000003,10
Infectious,1,19.380000000000003,10
Recovered,1,19.380000000000003,10
Susceptible,1,19.39,10
Exposed,1,19.39,10
Infectious,1,19.39,10
Recovered,1,19.39,10
Susceptible,1,19.400000000000002,10
Exposed,1,19.400000000000002,10
Infectious,1,19.400000000000002,10
Recovered,1,19.400000000000002,10
Susceptible,1,19.410000000000004,10
Exposed,1,19.410000000000004,10
Infectious,1,19.410000000000004,10
Recovered,1,19.410000000000004,10
Susceptible,1,19.42,10
Exposed,1,19.42,10
Infectious,1,19.42,10
Recovered,1,19.42,10
Susceptible,1,19.430000000000003,10
Exposed,1,19.430000000000003,10
Infectious,1,19.430000000000003,10
Recovered,1,19.430000000000003,10
Susceptible,1,19.44,10
Exposed,1,19.44,10
Infectious,1,19.44,10
Recovered,1,19.44,10
Susceptible,1,19.450000000000003,10
Exposed,1,19.450000000000003,10
Infectious,1,19.450000000000003,10
Recovered,1,19.450000000000003,10
Susceptible,1,19.46,10
Exposed,1,19.46,10
Infectious,1,19.46,10
Recovered,1,19.46,10
Susceptible,1,19.470000000000002,10
Exposed,1,19.470000000000002,10
Infectious,1,19.470000000000002,10
Recovered,1,19.470000000000002,10
Susceptible,1,19.48,10
Exposed,1,19.48,10
Infectious,1,19.48,10
Recovered,1,19.48,10
Susceptible,1,19.490000000000002,10
Exposed,1,19.490000000000002,10
Infectious,1,19.490000000000002,10
Recovered,1,19.490000000000002,10
Susceptible,1,19.500000000000004,10
Exposed,1,19.500000000000004,10
Infectious,1,19.500000000000004,10
Recovered,1,19.500000000000004,10
Susceptible,1,19.51,10
Exposed,1,19.51,10
Infectious,1,19.51,10
Recovered,1,19.51,10
Susceptible,1,19.520000000000003,10
Exposed,1,19.520000000000003,10
Infectious,1,19.520000000000003,10
Recovered,1,19.520000000000003,10
Susceptible,1,19.53,10
Exposed,1,19.53,10
Infectious,1,19.53,10
Recovered,1,19.53,10
Susceptible,1,19.540000000000003,10
Exposed,1,19.540000000000003,10
Infectious,1,19.540000000000003,10
Recovered,1,19.540000000000003,10
Susceptible,1,19.55,10
Exposed,1,19.55,10
Infectious,1,19.55,10
Recovered,1,19.55,10
Susceptible,1,19.560000000000002,10
Exposed,1,19.560000000000002,10
Infectious,1,19.560000000000002,10
Recovered,1,19.560000000000002,10
Susceptible,1,19.57,10
Exposed,1,19.57,10
Infectious,1,19.57,10
Recovered,1,19.57,10
Susceptible,1,19.580000000000002,10
Exposed,1,19.580000000000002,10
Infectious,1,19.580000000000002,10
Recovered,1,19.580000000000002,10
Susceptible,1,19.590000000000003,10
Exposed,1,19.590000000000003,10
Infectious,1,19.590000000000003,10
Recovered,1,19.590000000000003,10
Susceptible,1,19.6,10
Exposed,1,19.6,10
Infectious,1,19.6,10
Recovered,1,19.6,10
Susceptible,1,19.610000000000003,10
Exposed,1,19.610000000000003,10
Infectious,1,19.610000000000003,10
Recovered,1,19.610000000000003,10
Susceptible,1,19.62,10
Exposed,1,19.62,10
Infectious,1,19.62,10
Recovered,1,19.62,10
Susceptible,1,19.630000000000003,10
Exposed,1,19.630000000000003,10
Infectious,1,19.630000000000003,10
Recovered,1,19.630000000000003,10
Susceptible,1,19.64,10
Exposed,1,19.64,10
Infectious,1,19.64,10
Recovered,1,19.64,10
Susceptible,1,19.650000000000002,10
Exposed,1,19.650000000000002,10
Infectious,1,19.650000000000002,10
Recovered,1,19.650000000000002,10
Susceptible,1,19.660000000000004,10
Exposed,1,19.660000000000004,10
Infectious,1,19.660000000000004,10
Recovered,1,19.660000000000004,10
Susceptible,1,19.67,10
Exposed,1,19.67,10
Infectious,1,19.67,10
Recovered,1,19.67,10
Susceptible,1,19.680000000000003,10
Exposed,1,19.680000000000003,10
Infectious,1,19.680000000000003,10
Recovered,1,19.680000000000003,10
Susceptible,1,19.69,10
Exposed,1,19.69,10
Infectious,1,19.69,10
Recovered,1,19.69,10
Susceptible,1,19.700000000000003,10
Exposed,1,19.700000000000003,10
Infectious,1,19.700000000000003,10
Recovered,1,19.700000000000003,10
Susceptible,1,19.71,10
Exposed,1,19.71,10
Infectious,1,19.71,10
Recovered,1,19.71,10
Susceptible,1,19.720000000000002,10
Exposed,1,19.720000000000002,10
Infectious,1,19.720000000000002,10
Recovered,1,19.720000000000002,10
Susceptible,1,19.73,10
Exposed,1,19.73,10
Infectious,1,19.73,10
Recovered,1,19.73,10
Susceptible,1,19.740000000000002,10
Exposed,1,19.740000000000002,10
Infectious,1,19.740000000000002,10
Recovered,1,19.740000000000002,10
Susceptible,1,19.750000000000004,10
Exposed,1,19.750000000000004,10
Infectious,1,19.750000000000004,10
Recovered,1,19.750000000000004,10
Susceptible,1,19.76,10
Exposed,1,19.76,10
Infectious,1,19.76,10
Recovered,1,19.76,10
Susceptible,1,19.770000000000003,10
Exposed,1,19.770000000000003,10
Infectious,1,19.770000000000003,10
Recovered,1,19.770000000000003,10
Susceptible,1,19.78,10
Exposed,1,19.78,10
Infectious,1,19.78,10
Recovered,1,19.78,10
Susceptible,1,19.790000000000003,10
Exposed,1,19.790000000000003,10
Infectious,1,19.790000000000003,10
Recovered,1,19.790000000000003,10
Susceptible,1,19.8,10
Exposed,1,19.8,10
Infectious,1,19.8,10
Recovered,1,19.8,10
Susceptible,1,19.810000000000002,10
Exposed,1,19.810000000000002,10
Infectious,1,19.810000000000002,10
Recovered,1,19.810000000000002,10
Susceptible,1,19.82,10
Exposed,1,19.82,10
Infectious,1,19.82,10
Recovered,1,19.82,10
Susceptible,1,19.830000000000002,10
Exposed,1,19.830000000000002,10
Infectious,1,19.830000000000002,10
Recovered,1,19.830000000000002,10
Susceptible,1,19.840000000000003,10
Exposed,1,19.840000000000003,10
Infectious,1,19.840000000000003,10
Recovered,1,19.840000000000003,10
Susceptible,1,19.85,10
Exposed,1,19.85,10
Infectious,1,19.85,10
Recovered,1,19.85,10
Susceptible,1,19.860000000000003,10
Exposed,1,19.860000000000003,10
Infectious,1,19.860000000000003,10
Recovered,1,19.860000000000003,10
Susceptible,1,19.87,10
Exposed,1,19.87,10
Infectious,1,19.87,10
Recovered,1,19.87,10
Susceptible,1,19.880000000000003,10
Exposed,1,19.880000000000003,10
Infectious,1,19.880000000000003,10
Recovered,1,19.880000000000003,10
Susceptible,1,19.89,10
Exposed,1,19.89,10
Infectious,1,19.89,10
Recovered,1,19.89,10
Susceptible,1,19.900000000000002,10
Exposed,1,19.900000000000002,10
Infectious,1,19.900000000000002,10
Recovered,1,19.900000000000002,10
Susceptible,1,19.910000000000004,10
Exposed,1,19.910000000000004,10
Infectious,1,19.910000000000004,10
Recovered,1,19.910000000000004,10
Susceptible,1,19.92,10
Exposed,1,19.92,10
Infectious,1,19.92,10
Recovered,1,19.92,10
Susceptible,1,19.930000000000003,10
Exposed,1,19.930000000000003,10
Infectious,1,19.930000000000003,10
Recovered,1,19.930000000000003,10
Susceptible,1,19.94,10
Exposed,1,19.94,10
Infectious,1,19.94,10
Recovered,1,19.94,10
Susceptible,1,19.950000000000003,10
Exposed,1,19.950000000000003,10
Infectious,1,19.950000000000003,10
Recovered,1,19.950000000000003,10
Susceptible,1,19.96,10
Exposed,1,19.96,10
Infectious,1,19.96,10
Recovered,1,19.96,10
Susceptible,1,19.970000000000002,10
Exposed,1,19.970000000000002,10
Infectious,1,19.970000000000002,10
Recovered,1,19.970000000000002,10
Susceptible,1,19.98,10
Exposed,1,19.98,10
Infectious,1,19.98,10
Recovered,1,19.98,10
Susceptible,1,19.990000000000002,10
Exposed,1,19.990000000000002,10
Infectious,1,19.990000000000002,10
Recovered,1,19.990000000000002,10
Susceptible,1,20.000000000000004,10
Exposed,1,20.000000000000004,10
Infectious,1,20.000000000000004,10
Recovered,1,20.000000000000004,10
Susceptible,1,20.01,10
Exposed,1,20.01,10
Infectious,1,20.01,10
Recovered,1,20.01,10
Susceptible,1,20.020000000000003,10
Exposed,1,20.020000000000003,10
Infectious,1,20.020000000000003,10
Recovered,1,20.020000000000003,10
Susceptible,1,20.03,10
Exposed,1,20.03,10
Infectious,1,20.03,10
Recovered,1,20.03,10
Susceptible,1,20.040000000000003,10
Exposed,1,20.040000000000003,10
Infectious,1,20.040000000000003,10
Recovered,1,20.040000000000003,10
Susceptible,1,20.05,10
Exposed,1,20.05,10
Infectious,1,20.05,10
